participant;task;stimuli;stem;affix;fs;length;zipf;r;g;b;ld;congruency;correct;type;key;accuracy;rt
18;ld;rosiere;rosa;iere;0;7;4.458.329.649;255;0;255;4;1;2;0;2;2;803
18;ld;pazienza;0;enza;3;8;435.019;0;153;0;0;2;1;1;1;1;605
18;ld;tempismo;0;ismo;3;8;3.847.979;255;255;0;0;2;1;1;1;1;723
18;ld;arancionista;arancione;ista;0;12;3.671.648.609;255;0;255;4;0;2;0;2;2;541
18;ld;bluzione;blu;zione;1;8;464.683.347;255;255;0;5;0;2;0;2;2;581
18;ld;bluiere;blu;iere;1;7;464.683.347;255;0;255;4;0;2;0;2;2;397
18;ld;cacciatore;0;tore;3;10;4.056.323;0;0;255;0;2;1;1;1;1;694
18;ld;imperatore;0;tore;3;10;4.058.391;0;0;255;0;2;1;1;1;1;681
18;ld;bianchismo;bianco;ismo;0;10;4.744.381.459;0;0;255;4;0;2;0;2;2;654
18;ld;roseria;rosa;eria;0;7;4.458.329.649;255;128;0;3;0;2;0;2;2;704
18;ld;biancabile;bianco;abile;0;10;4.744.381.459;255;255;255;5;1;2;0;2;2;637
18;ld;esperimento;0;mento;3;11;4.124.157;0;0;255;0;2;1;1;1;1;682
18;ld;attenzione;0;zione;3;10;5.068.006;0;0;255;0;2;1;1;1;1;521
18;ld;bluezza;blu;ezza;1;7;464.683.347;255;0;255;4;0;2;0;2;2;599
18;ld;bianchiere;bianco;iere;0;10;4.744.381.459;255;128;0;5;0;2;0;2;2;554
18;ld;biancozione;bianco;zione;1;11;4.744.381.459;255;255;255;5;1;2;0;2;2;1070
18;ld;verdenza;verde;enza;2;8;4.586.948.127;0;153;0;3;1;2;0;2;2;779
18;ld;verdista;verde;ista;0;8;4.586.948.127;255;0;255;4;0;2;0;2;2;785
18;ld;giallismo;giallo;ismo;0;9;4.088.825.104;255;255;0;3;1;2;0;2;2;658
18;ld;colazione;0;zione;3;9;4.628.119;255;255;255;0;2;1;1;1;1;733
18;ld;riposo;0;oso;3;6;4.324.781;255;255;0;0;2;1;1;1;1;732
18;ld;segreteria;0;eria;3;10;4.070.592;255;128;0;0;2;1;1;1;1;828
18;ld;bianchiere;bianco;iere;0;10;4.744.381.459;255;255;255;5;1;2;0;2;2;1435
18;ld;organismo;0;ismo;3;9;3.612.527;0;153;0;0;2;1;1;1;1;885
18;ld;scienza;0;enza;3;7;4.291.638;0;0;255;0;2;1;1;1;1;612
18;ld;stazione;0;zione;3;8;4.603.552;255;255;0;0;2;1;1;1;1;521
18;ld;giallabile;giallo;abile;0;10;4.088.825.104;0;153;0;5;0;2;0;2;2;665
18;ld;famoso;0;oso;3;6;4.374.478;255;255;0;0;2;1;1;1;1;545
18;ld;arancionetore;arancione;tore;1;13;3.671.648.609;255;128;0;4;1;2;0;2;2;665
18;ld;togliere;0;iere;3;8;4.328.594;0;153;0;0;2;1;1;2;2;561
18;ld;verderia;verde;eria;2;8;4.586.948.127;255;0;255;3;0;2;0;2;2;608
18;ld;bluismo;blu;ismo;1;7;464.683.347;0;0;255;4;1;2;0;2;2;579
18;ld;rosatore;rosa;tore;1;8;4.458.329.649;255;255;255;4;0;2;0;2;2;553
18;ld;scegliere;0;iere;3;9;4.608.976;255;128;0;0;2;1;1;1;1;598
18;ld;emergenza;0;enza;3;9;4.604.809;255;255;0;0;2;1;1;1;1;438
18;ld;situazione;0;zione;3;10;5.027.247;0;153;0;0;2;1;1;1;1;604
18;ld;rosiere;rosa;iere;0;7;4.458.329.649;255;128;0;4;0;2;0;2;2;565
18;ld;verdezione;verde;zione;1;10;4.586.948.127;255;255;0;5;0;2;0;1;2;511
18;ld;dentista;0;ista;3;8;3.943.356;255;255;0;0;2;1;1;1;1;610
18;ld;gialloso;giallo;oso;2;8;4.088.825.104;255;255;0;2;1;2;0;2;2;525
18;ld;batteria;0;eria;3;8;4.046.745;255;255;0;0;2;1;1;2;2;455
18;ld;arancionezione;arancione;zione;1;14;3.671.648.609;0;153;0;5;0;2;0;2;2;659
18;ld;rososo;rosa;oso;0;6;4.458.329.649;255;0;255;3;1;2;0;2;2;652
18;ld;rosista;rosa;ista;0;7;4.458.329.649;255;0;255;3;1;2;0;2;2;629
18;ld;rosamento;rosa;mento;1;9;4.458.329.649;0;0;255;5;0;2;0;2;2;556
18;ld;biancotore;bianco;tore;1;10;4.744.381.459;255;128;0;4;0;2;0;2;2;1006
18;ld;terrorismo;0;ismo;3;10;3.733.749;255;128;0;0;2;1;1;1;1;784
18;ld;rosabile;rosa;abile;2;8;4.458.329.649;255;0;255;4;1;2;0;2;2;1145
18;ld;bluenza;blu;enza;1;7;464.683.347;0;0;255;4;1;2;0;2;2;760
18;ld;verdabile;verde;abile;0;9;4.586.948.127;0;153;0;4;1;2;0;2;2;575
18;ld;bluabile;blu;abile;1;8;464.683.347;255;0;255;5;0;2;0;2;2;473
18;ld;rivista;0;ista;3;7;4.188.528;255;128;0;0;2;1;1;1;1;1263
18;ld;preoccupazione;0;zione;3;14;390.901;255;0;255;0;2;1;1;1;1;1016
18;ld;tradimento;0;mento;3;10;4.077.132;255;255;255;0;2;1;1;1;1;876
18;ld;direttore;0;tore;3;9;4.726.724;0;0;255;0;2;1;1;1;1;596
18;ld;riconoscimento;0;mento;3;14;3.827.411;255;255;0;0;2;1;1;1;1;585
18;ld;gialliere;giallo;iere;0;9;4.088.825.104;255;255;0;4;1;2;0;2;2;906
18;ld;biancoso;bianco;oso;2;8;4.744.381.459;255;255;255;2;1;2;0;2;2;535
18;ld;verdezza;verde;ezza;2;8;4.586.948.127;0;153;0;3;1;2;0;2;2;405
18;ld;operazione;0;zione;3;10;4.682.565;255;0;255;0;2;1;1;1;1;1115
18;ld;rosenza;rosa;enza;0;7;4.458.329.649;255;0;255;3;1;2;0;2;2;1089
18;ld;rosezza;rosa;ezza;0;7;4.458.329.649;255;0;255;3;1;2;0;2;2;620
18;ld;verderia;verde;eria;2;8;4.586.948.127;0;153;0;3;1;2;0;2;2;643
18;ld;verdismo;verde;ismo;0;8;4.586.948.127;255;255;0;4;0;2;0;2;2;542
18;ld;senatore;0;tore;3;8;4.291.294;255;255;255;0;2;1;1;1;1;1088
18;ld;giallista;giallo;ista;0;9;4.088.825.104;255;255;0;4;1;2;0;2;2;942
18;ld;bianchenza;bianco;enza;0;10;4.744.381.459;255;255;255;5;1;2;0;2;2;624
18;ld;bianchenza;bianco;enza;0;10;4.744.381.459;255;128;0;5;0;2;0;2;2;652
18;ld;arancionemento;arancione;mento;1;14;3.671.648.609;255;0;255;5;0;2;0;2;2;498
18;ld;blueria;blu;eria;1;7;464.683.347;0;0;255;4;1;2;0;2;2;471
18;ld;lotteria;0;eria;3;8;3.801.051;255;255;0;0;2;1;1;2;2;350
18;ld;biancoso;bianco;oso;2;8;4.744.381.459;255;0;255;2;0;2;0;2;2;463
18;ld;bluabile;blu;abile;1;8;464.683.347;0;0;255;5;1;2;0;2;2;464
18;ld;giallista;giallo;ista;0;9;4.088.825.104;255;0;255;4;0;2;0;2;2;403
18;ld;movimento;0;mento;3;9;4.407.221;0;153;0;0;2;1;1;1;1;914
18;ld;verdemento;verde;mento;1;10;4.586.948.127;255;128;0;5;0;2;0;2;2;733
18;ld;verdiere;verde;iere;0;8;4.586.948.127;255;0;255;3;0;2;0;2;2;610
18;ld;giallomento;giallo;mento;1;11;4.088.825.104;0;0;255;5;0;2;0;2;2;551
18;ld;artista;0;ista;3;7;4.298.981;255;255;0;0;2;1;1;1;1;708
18;ld;chiacchiere;0;iere;3;11;420.376;255;0;255;0;2;1;1;1;1;654
18;ld;giallotore;giallo;tore;1;10;4.088.825.104;255;255;0;4;1;2;0;2;2;697
18;ld;arancionenza;arancione;enza;2;12;3.671.648.609;255;128;0;3;1;2;0;2;2;579
18;ld;mestiere;0;iere;3;8;4.111.307;255;255;255;0;2;1;1;1;1;913
18;ld;arancionetore;arancione;tore;1;13;3.671.648.609;255;255;255;4;0;2;0;2;2;588
18;ld;verdetore;verde;tore;1;9;4.586.948.127;0;153;0;4;1;2;0;2;2;526
18;ld;giallotore;giallo;tore;1;10;4.088.825.104;0;0;255;4;0;2;0;2;2;563
18;ld;rosazione;rosa;zione;1;9;4.458.329.649;255;0;255;5;1;2;0;2;2;547
18;ld;verdenza;verde;enza;2;8;4.586.948.127;255;128;0;3;0;2;0;2;2;752
18;ld;verdetore;verde;tore;1;9;4.586.948.127;255;255;255;4;0;2;0;2;2;389
18;ld;verdiere;verde;iere;0;8;4.586.948.127;0;153;0;3;1;2;0;2;2;476
18;ld;arancionabile;arancione;abile;0;13;3.671.648.609;0;153;0;4;0;2;0;2;2;497
18;ld;giallozione;giallo;zione;1;11;4.088.825.104;255;255;0;5;1;2;0;2;2;544
18;ld;pericoloso;0;oso;3;10;4.697.022;255;255;0;0;2;1;1;2;2;632
18;ld;adorabile;0;abile;3;9;4.286.616;255;255;0;0;2;1;1;1;1;560
18;ld;verdoso;verde;oso;0;7;4.586.948.127;0;0;255;3;0;2;0;1;2;410
18;ld;romanticismo;0;ismo;3;12;3.414.938;255;255;0;0;2;1;1;1;1;488
18;ld;eufemismo;0;ismo;3;9;3.344.738;255;128;0;0;2;1;1;2;2;601
18;ld;rosabile;rosa;abile;2;8;4.458.329.649;255;255;255;4;0;2;0;2;2;1081
18;ld;bellezza;0;ezza;3;8;4.508.569;0;153;0;0;2;1;1;1;1;1411
18;ld;miseria;0;eria;3;7;4.172.289;255;128;0;0;2;1;1;1;1;484
18;ld;instabile;0;abile;3;9;3.770.707;255;128;0;0;2;1;1;1;1;525
18;ld;arancionezione;arancione;zione;1;14;3.671.648.609;255;128;0;5;1;2;0;2;2;708
18;ld;verdabile;verde;abile;0;9;4.586.948.127;255;255;0;4;0;2;0;2;2;790
18;ld;blueria;blu;eria;1;7;464.683.347;255;255;0;4;0;2;0;2;2;556
18;ld;gialliere;giallo;iere;0;9;4.088.825.104;0;0;255;4;0;2;0;2;2;532
18;ld;elemento;0;mento;3;8;3.877.559;0;0;255;0;2;1;1;1;1;691
18;ld;rosismo;rosa;ismo;0;7;4.458.329.649;255;0;255;4;1;2;0;2;2;571
18;ld;giallenza;giallo;enza;0;9;4.088.825.104;255;255;0;4;1;2;0;2;2;592
18;ld;musicista;0;ista;3;9;3.718.553;0;153;0;0;2;1;1;1;1;718
18;ld;arancionoso;arancione;oso;0;11;3.671.648.609;255;255;255;3;0;2;0;1;2;409
18;ld;dolcezza;0;ezza;3;8;4.313.303;255;0;255;0;2;1;1;1;1;535
18;ld;arancionabile;arancione;abile;0;13;3.671.648.609;255;128;0;4;1;2;0;2;2;622
18;ld;rosatore;rosa;tore;1;8;4.458.329.649;255;0;255;4;1;2;0;2;2;866
18;ld;bluoso;blu;oso;1;6;464.683.347;0;0;255;3;1;2;0;2;2;476
18;ld;bluista;blu;ista;1;7;464.683.347;255;0;255;4;0;2;0;2;2;381
18;ld;giallozione;giallo;zione;1;11;4.088.825.104;255;128;0;5;0;2;0;2;2;551
18;ld;probabile;0;abile;3;9;4.285.569;0;0;255;0;2;1;1;2;2;382
18;ld;verdezione;verde;zione;1;10;4.586.948.127;0;153;0;5;1;2;0;2;2;633
18;ld;arancioniere;arancione;iere;0;12;3.671.648.609;255;128;0;3;1;2;0;2;2;534
18;ld;gialloso;giallo;oso;2;8;4.088.825.104;255;128;0;2;0;2;0;2;2;578
18;ld;biancomento;bianco;mento;1;11;4.744.381.459;255;255;255;5;1;2;0;2;2;519
18;ld;arancioneria;arancione;eria;2;12;3.671.648.609;255;128;0;3;1;2;0;2;2;597
18;ld;giallenza;giallo;enza;0;9;4.088.825.104;0;153;0;4;0;2;0;2;2;546
18;ld;verdoso;verde;oso;0;7;4.586.948.127;0;153;0;3;1;2;0;2;2;557
18;ld;arancionezza;arancione;ezza;2;12;3.671.648.609;255;255;0;3;0;2;0;2;2;592
18;ld;arancionista;arancione;ista;0;12;3.671.648.609;255;128;0;4;1;2;0;2;2;480
18;ld;biancabile;bianco;abile;0;10;4.744.381.459;255;0;255;5;0;2;0;2;2;516
18;ld;infermiere;0;iere;3;10;4.035.711;255;255;0;0;2;1;1;1;1;1084
18;ld;verdemento;verde;mento;1;10;4.586.948.127;0;153;0;5;1;2;0;2;2;557
18;ld;bianchismo;bianco;ismo;0;10;4.744.381.459;255;255;255;4;1;2;0;2;2;433
18;ld;arancionezza;arancione;ezza;2;12;3.671.648.609;255;128;0;3;1;2;0;2;2;508
19;ld;schifoso;0;oso;3;8;4.051.261;255;255;0;0;2;1;1;1;1;1387
19;ld;umorismo;0;ismo;3;8;3.959.561;255;255;0;0;2;1;1;1;1;847
19;ld;verdoso;verde;oso;0;7;4.586.948.127;0;153;0;3;1;2;0;2;2;1175
19;ld;potenza;0;enza;3;7;4.214.793;255;0;255;0;2;1;1;1;1;1232
19;ld;bianchiere;bianco;iere;0;10;4.744.381.459;255;128;0;5;0;2;0;1;2;2688
19;ld;gialliere;giallo;iere;0;9;4.088.825.104;255;255;0;4;1;2;0;1;2;3644
19;ld;scienza;0;enza;3;7;4.291.638;0;0;255;0;2;1;1;1;1;846
19;ld;tempismo;0;ismo;3;8;3.847.979;255;255;0;0;2;1;1;1;1;1005
19;ld;biancozione;bianco;zione;1;11;4.744.381.459;0;153;0;5;0;2;0;1;3;4000
19;ld;gialliere;giallo;iere;0;9;4.088.825.104;0;0;255;4;0;2;0;1;2;1714
19;ld;giallomento;giallo;mento;1;11;4.088.825.104;0;0;255;5;0;2;0;1;2;3448
19;ld;rososo;rosa;oso;0;6;4.458.329.649;0;0;255;3;0;2;0;2;2;965
19;ld;arancioniere;arancione;iere;0;12;3.671.648.609;255;128;0;3;1;2;0;1;2;2291
19;ld;bluiere;blu;iere;1;7;464.683.347;0;0;255;4;1;2;0;1;2;1190
19;ld;arancionenza;arancione;enza;2;12;3.671.648.609;255;0;255;3;0;2;0;1;3;4000
19;ld;bluezza;blu;ezza;1;7;464.683.347;0;0;255;4;1;2;0;1;2;1491
19;ld;arancioneria;arancione;eria;2;12;3.671.648.609;255;255;0;3;0;2;0;2;2;1345
19;ld;arancionismo;arancione;ismo;0;12;3.671.648.609;255;128;0;4;1;2;0;2;2;1344
19;ld;bluenza;blu;enza;1;7;464.683.347;0;0;255;4;1;2;0;2;2;2000
19;ld;probabile;0;abile;3;9;4.285.569;0;0;255;0;2;1;1;1;1;837
19;ld;bluismo;blu;ismo;1;7;464.683.347;0;0;255;4;1;2;0;1;2;1710
19;ld;bluista;blu;ista;1;7;464.683.347;0;0;255;4;1;2;0;1;2;1205
19;ld;intelligenza;0;enza;3;12;4.017.322;255;255;0;0;2;1;1;1;1;825
19;ld;rosismo;rosa;ismo;0;7;4.458.329.649;255;0;255;4;1;2;0;1;2;2137
19;ld;arancionemento;arancione;mento;1;14;3.671.648.609;255;128;0;5;1;2;0;2;2;1736
19;ld;togliere;0;iere;3;8;4.328.594;0;153;0;0;2;1;1;1;1;1010
19;ld;direttore;0;tore;3;9;4.726.724;0;0;255;0;2;1;1;1;1;782
19;ld;verdoso;verde;oso;0;7;4.586.948.127;0;0;255;3;0;2;0;2;2;1084
19;ld;giallabile;giallo;abile;0;10;4.088.825.104;255;255;0;5;1;2;0;1;2;955
19;ld;maniere;0;iere;3;7;3.905.672;0;153;0;0;2;1;1;1;1;1143
19;ld;esperimento;0;mento;3;11;4.124.157;0;0;255;0;2;1;1;1;1;983
19;ld;verdiere;verde;iere;0;8;4.586.948.127;255;0;255;3;0;2;0;1;2;1760
19;ld;verdabile;verde;abile;0;9;4.586.948.127;0;153;0;4;1;2;0;1;2;864
19;ld;bluabile;blu;abile;1;8;464.683.347;0;0;255;5;1;2;0;1;2;960
19;ld;cambiamento;0;mento;3;11;4.248.779;0;153;0;0;2;1;1;1;1;776
19;ld;miseria;0;eria;3;7;4.172.289;255;128;0;0;2;1;1;1;1;784
19;ld;arancionabile;arancione;abile;0;13;3.671.648.609;255;128;0;4;1;2;0;1;2;1018
19;ld;rosazione;rosa;zione;1;9;4.458.329.649;0;153;0;5;0;2;0;1;2;1531
19;ld;attenzione;0;zione;3;10;5.068.006;0;0;255;0;2;1;1;1;1;650
19;ld;gialloso;giallo;oso;2;8;4.088.825.104;255;255;0;2;1;2;0;2;2;762
19;ld;verdezza;verde;ezza;2;8;4.586.948.127;0;153;0;3;1;2;0;1;2;1522
19;ld;musicista;0;ista;3;9;3.718.553;0;153;0;0;2;1;1;1;1;718
19;ld;cacciatore;0;tore;3;10;4.056.323;0;0;255;0;2;1;1;1;1;862
19;ld;rosatore;rosa;tore;1;8;4.458.329.649;255;0;255;4;1;2;0;1;2;1983
19;ld;biancabile;bianco;abile;0;10;4.744.381.459;255;0;255;5;0;2;0;1;2;1870
19;ld;giallismo;giallo;ismo;0;9;4.088.825.104;0;0;255;3;0;2;0;1;2;1147
19;ld;colazione;0;zione;3;9;4.628.119;255;255;255;0;2;1;1;1;1;700
19;ld;biancomento;bianco;mento;1;11;4.744.381.459;255;255;255;5;1;2;0;2;2;1356
19;ld;instabile;0;abile;3;9;3.770.707;255;128;0;0;2;1;1;1;1;1037
19;ld;romanticismo;0;ismo;3;12;3.414.938;255;255;0;0;2;1;1;1;1;746
19;ld;rosezza;rosa;ezza;0;7;4.458.329.649;0;153;0;3;0;2;0;2;2;1617
19;ld;bluabile;blu;abile;1;8;464.683.347;255;0;255;5;0;2;0;1;2;1677
19;ld;tradimento;0;mento;3;10;4.077.132;255;255;255;0;2;1;1;1;1;780
19;ld;verdemento;verde;mento;1;10;4.586.948.127;0;153;0;5;1;2;0;2;2;1417
19;ld;rososo;rosa;oso;0;6;4.458.329.649;255;0;255;3;1;2;0;2;2;858
19;ld;verdezza;verde;ezza;2;8;4.586.948.127;255;255;0;3;0;2;0;1;2;1033
19;ld;rosenza;rosa;enza;0;7;4.458.329.649;255;255;0;3;0;2;0;1;2;1249
19;ld;giallenza;giallo;enza;0;9;4.088.825.104;255;255;0;4;1;2;0;1;2;1014
19;ld;bianchismo;bianco;ismo;0;10;4.744.381.459;0;0;255;4;0;2;0;1;2;2881
19;ld;verdemento;verde;mento;1;10;4.586.948.127;255;128;0;5;0;2;0;2;2;1158
19;ld;verdismo;verde;ismo;0;8;4.586.948.127;0;153;0;4;1;2;0;1;2;1067
19;ld;verdiere;verde;iere;0;8;4.586.948.127;0;153;0;3;1;2;0;1;2;1009
19;ld;pazienza;0;enza;3;8;435.019;0;153;0;0;2;1;1;1;1;894
19;ld;arancionezione;arancione;zione;1;14;3.671.648.609;255;128;0;5;1;2;0;2;2;1780
19;ld;bianchista;bianco;ista;0;10;4.744.381.459;255;0;255;5;0;2;0;1;2;1201
19;ld;arancionista;arancione;ista;0;12;3.671.648.609;255;128;0;4;1;2;0;1;2;1101
19;ld;lotteria;0;eria;3;8;3.801.051;255;255;0;0;2;1;1;1;1;884
19;ld;arancionismo;arancione;ismo;0;12;3.671.648.609;0;153;0;4;0;2;0;1;2;1085
19;ld;roseria;rosa;eria;0;7;4.458.329.649;255;128;0;3;0;2;0;1;2;1134
19;ld;intervista;0;ista;3;10;4.077.696;255;255;255;0;2;1;1;1;1;1039
19;ld;dentista;0;ista;3;8;3.943.356;255;255;0;0;2;1;1;1;1;740
19;ld;gialleria;giallo;eria;0;9;4.088.825.104;255;255;255;4;0;2;0;1;2;1120
19;ld;famoso;0;oso;3;6;4.374.478;255;255;0;0;2;1;1;1;1;905
19;ld;arancioneria;arancione;eria;2;12;3.671.648.609;255;128;0;3;1;2;0;1;2;799
19;ld;giallozione;giallo;zione;1;11;4.088.825.104;255;128;0;5;0;2;0;2;2;2040
19;ld;bluoso;blu;oso;1;6;464.683.347;255;0;255;3;0;2;0;2;2;745
19;ld;blutore;blu;tore;1;7;464.683.347;0;0;255;4;1;2;0;1;2;1138
19;ld;rosiere;rosa;iere;0;7;4.458.329.649;255;0;255;4;1;2;0;1;2;902
19;ld;improbabile;0;abile;3;11;3.853.209;255;255;0;0;2;1;1;1;1;867
19;ld;rosezza;rosa;ezza;0;7;4.458.329.649;255;0;255;3;1;2;0;1;2;1725
19;ld;blumento;blu;mento;1;8;464.683.347;255;255;255;5;0;2;0;2;2;1196
19;ld;verdista;verde;ista;0;8;4.586.948.127;255;0;255;4;0;2;0;1;2;1339
19;ld;gialleria;giallo;eria;0;9;4.088.825.104;255;255;0;4;1;2;0;1;2;1166
19;ld;dolcezza;0;ezza;3;8;4.313.303;255;0;255;0;2;1;1;1;1;1078
19;ld;colpevolezza;0;ezza;3;12;3.502.677;255;255;255;0;2;1;1;1;1;646
19;ld;arancionoso;arancione;oso;0;11;3.671.648.609;255;255;255;3;0;2;0;2;2;798
19;ld;roseria;rosa;eria;0;7;4.458.329.649;255;0;255;3;1;2;0;1;2;987
19;ld;rosista;rosa;ista;0;7;4.458.329.649;255;255;255;3;0;2;0;1;2;916
19;ld;bluzione;blu;zione;1;8;464.683.347;0;0;255;5;1;2;0;1;2;1635
19;ld;bluiere;blu;iere;1;7;464.683.347;255;0;255;4;0;2;0;2;2;1542
19;ld;bluezza;blu;ezza;1;7;464.683.347;255;0;255;4;0;2;0;1;2;1064
19;ld;bianchista;bianco;ista;0;10;4.744.381.459;255;255;255;5;1;2;0;1;2;838
19;ld;verdenza;verde;enza;2;8;4.586.948.127;255;128;0;3;0;2;0;1;2;1349
19;ld;arancionezione;arancione;zione;1;14;3.671.648.609;0;153;0;5;0;2;0;2;2;1281
19;ld;rosamento;rosa;mento;1;9;4.458.329.649;255;0;255;5;1;2;0;2;2;1810
19;ld;imperatore;0;tore;3;10;4.058.391;0;0;255;0;2;1;1;1;1;1265
19;ld;arancionezza;arancione;ezza;2;12;3.671.648.609;255;128;0;3;1;2;0;2;2;1230
19;ld;biancoso;bianco;oso;2;8;4.744.381.459;255;255;255;2;1;2;0;2;2;922
19;ld;arancioniere;arancione;iere;0;12;3.671.648.609;0;0;255;3;0;2;0;1;2;991
19;ld;arancionista;arancione;ista;0;12;3.671.648.609;255;0;255;4;0;2;0;1;2;781
19;ld;responsabile;0;abile;3;12;4.671.002;255;255;0;0;2;1;1;1;1;838
19;ld;giallotore;giallo;tore;1;10;4.088.825.104;255;255;0;4;1;2;0;2;2;1533
19;ld;giallabile;giallo;abile;0;10;4.088.825.104;0;153;0;5;0;2;0;1;2;1228
19;ld;gialloso;giallo;oso;2;8;4.088.825.104;255;128;0;2;0;2;0;2;2;1002
19;ld;biancotore;bianco;tore;1;10;4.744.381.459;255;255;255;4;1;2;0;2;2;1169
19;ld;investigatore;0;tore;3;13;399.267;255;128;0;0;2;1;1;1;1;741
19;ld;chiacchiere;0;iere;3;11;420.376;255;0;255;0;2;1;1;1;1;1409
19;ld;segreteria;0;eria;3;10;4.070.592;255;128;0;0;2;1;1;1;1;835
19;ld;verdismo;verde;ismo;0;8;4.586.948.127;255;255;0;4;0;2;0;1;2;911
19;ld;altezza;0;ezza;3;7;4.458.447;255;255;0;0;2;1;1;1;1;659
19;ld;situazione;0;zione;3;10;5.027.247;0;153;0;0;2;1;1;1;1;641
19;ld;giallenza;giallo;enza;0;9;4.088.825.104;0;153;0;4;0;2;0;1;2;1360
19;ld;mestiere;0;iere;3;8;4.111.307;255;255;255;0;2;1;1;1;1;835
19;ld;giallista;giallo;ista;0;9;4.088.825.104;255;0;255;4;0;2;0;1;2;1320
19;ld;senatore;0;tore;3;8;4.291.294;255;255;255;0;2;1;1;1;1;628
19;ld;materia;0;eria;3;7;4.023.113;255;255;255;0;2;1;1;1;1;596
19;ld;rosatore;rosa;tore;1;8;4.458.329.649;255;255;255;4;0;2;0;1;2;655
19;ld;rosamento;rosa;mento;1;9;4.458.329.649;0;0;255;5;0;2;0;1;2;628
19;ld;eufemismo;0;ismo;3;9;3.344.738;255;128;0;0;2;1;1;1;1;928
19;ld;biancotore;bianco;tore;1;10;4.744.381.459;255;128;0;4;0;2;0;2;2;1930
19;ld;blutore;blu;tore;1;7;464.683.347;255;128;0;4;0;2;0;1;2;1420
19;ld;bellezza;0;ezza;3;8;4.508.569;0;153;0;0;2;1;1;1;1;890
19;ld;verderia;verde;eria;2;8;4.586.948.127;0;153;0;3;1;2;0;1;2;988
19;ld;rosismo;rosa;ismo;0;7;4.458.329.649;255;255;255;4;0;2;0;1;2;723
19;ld;terrorismo;0;ismo;3;10;3.733.749;255;128;0;0;2;1;1;1;1;680
19;ld;bianchenza;bianco;enza;0;10;4.744.381.459;255;128;0;5;0;2;0;1;2;1614
19;ld;giallomento;giallo;mento;1;11;4.088.825.104;255;255;0;5;1;2;0;2;2;1327
19;ld;bianchiere;bianco;iere;0;10;4.744.381.459;255;255;255;5;1;2;0;1;2;1139
19;ld;riposo;0;oso;3;6;4.324.781;255;255;0;0;2;1;1;1;1;722
19;ld;bluoso;blu;oso;1;6;464.683.347;0;0;255;3;1;2;0;2;2;866
19;ld;bluzione;blu;zione;1;8;464.683.347;255;255;0;5;0;2;0;1;2;823
19;ld;giallismo;giallo;ismo;0;9;4.088.825.104;255;255;0;3;1;2;0;1;2;1188
19;ld;giallotore;giallo;tore;1;10;4.088.825.104;0;0;255;4;0;2;0;2;2;1026
19;ld;riconoscimento;0;mento;3;14;3.827.411;255;255;0;0;2;1;1;1;1;996
19;ld;nervoso;0;oso;3;7;4.431.597;0;153;0;0;2;1;1;1;1;790
19;ld;infermiere;0;iere;3;10;4.035.711;255;255;0;0;2;1;1;1;1;601
19;ld;verdabile;verde;abile;0;9;4.586.948.127;255;255;0;4;0;2;0;1;2;1657
19;ld;blumento;blu;mento;1;8;464.683.347;0;0;255;5;1;2;0;2;2;1204
19;ld;movimento;0;mento;3;9;4.407.221;0;153;0;0;2;1;1;1;1;1193
19;ld;bianchenza;bianco;enza;0;10;4.744.381.459;255;255;255;5;1;2;0;1;2;1719
19;ld;affidabile;0;abile;3;10;3.781.431;255;128;0;0;2;1;1;1;1;851
19;ld;arancionabile;arancione;abile;0;13;3.671.648.609;0;153;0;4;0;2;0;2;2;1619
19;ld;biancoso;bianco;oso;2;8;4.744.381.459;255;0;255;2;0;2;0;2;2;775
19;ld;blueria;blu;eria;1;7;464.683.347;255;255;0;4;0;2;0;1;2;1154
19;ld;arancionezza;arancione;ezza;2;12;3.671.648.609;255;255;0;3;0;2;0;2;2;1409
19;ld;bluismo;blu;ismo;1;7;464.683.347;0;153;0;4;0;2;0;1;2;992
19;ld;giallozione;giallo;zione;1;11;4.088.825.104;255;255;0;5;1;2;0;2;2;1332
19;ld;rivista;0;ista;3;7;4.188.528;255;128;0;0;2;1;1;1;1;721
19;ld;arancionenza;arancione;enza;2;12;3.671.648.609;255;128;0;3;1;2;0;2;2;2220
19;ld;verderia;verde;eria;2;8;4.586.948.127;255;0;255;3;0;2;0;1;2;1066
19;ld;batteria;0;eria;3;8;4.046.745;255;255;0;0;2;1;1;1;1;824
19;ld;rosazione;rosa;zione;1;9;4.458.329.649;255;0;255;5;1;2;0;1;2;961
19;ld;bianchismo;bianco;ismo;0;10;4.744.381.459;255;255;255;4;1;2;0;1;2;1113
19;ld;rosiere;rosa;iere;0;7;4.458.329.649;255;128;0;4;0;2;0;1;2;670
19;ld;bluenza;blu;enza;1;7;464.683.347;255;255;0;4;0;2;0;1;2;946
19;ld;dottore;0;tore;3;7;5.216.434;255;255;0;0;2;1;1;1;1;676
19;ld;giornalista;0;ista;3;11;4.241.496;255;0;255;0;2;1;1;1;1;968
19;ld;scegliere;0;iere;3;9;4.608.976;255;128;0;0;2;1;1;1;1;693
19;ld;giallista;giallo;ista;0;9;4.088.825.104;255;255;0;4;1;2;0;1;2;1161
19;ld;rosabile;rosa;abile;2;8;4.458.329.649;255;255;255;4;0;2;0;1;2;1587
19;ld;rosista;rosa;ista;0;7;4.458.329.649;255;0;255;3;1;2;0;1;2;675
